congress,start_date,chamber,state_abbrev,party_code,bioname,bioguide_id,birthday,cmltv_cong,cmltv_chamber,age_days,age_years,generation,party_name
118,2023-01-03,House,MI,200,"Mcclain, Lisa C.",M001136,1966-04-07,2,2,20725,56.7419575633128,Gen X,Republican Party
105,1997-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,1,1,15806,43.27446954141,Boomers,Democratic Party
106,1999-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,2,2,16536,45.2731006160164,Boomers,Democratic Party
107,2001-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,3,3,17267,47.27446954141,Boomers,Democratic Party
108,2003-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,4,4,17997,49.2731006160164,Boomers,Democratic Party
109,2005-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,5,5,18728,51.27446954141,Boomers,Democratic Party
110,2007-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,6,6,19458,53.2731006160164,Boomers,Democratic Party
111,2009-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,7,7,20189,55.27446954141,Boomers,Democratic Party
112,2011-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,8,8,20919,57.2731006160164,Boomers,Democratic Party
113,2013-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,9,9,21650,59.27446954141,Boomers,Democratic Party
114,2015-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,10,10,22380,61.2731006160164,Boomers,Democratic Party
115,2017-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,11,11,23111,63.27446954141,Boomers,Democratic Party
116,2019-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,12,12,23841,65.2731006160164,Boomers,Democratic Party
117,2021-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,13,13,24572,67.27446954141,Boomers,Democratic Party
118,2023-01-03,House,NY,100,"Meeks, Gregory W.",M001137,1953-09-25,14,14,25302,69.2731006160164,Boomers,Democratic Party
103,1993-01-03,House,IL,200,"Manzullo, Donald A.",M001138,1944-03-24,1,1,17817,48.7802874743326,Silent,Republican Party
104,1995-01-03,House,IL,200,"Manzullo, Donald A.",M001138,1944-03-24,2,2,18547,50.7789185489391,Silent,Republican Party
105,1997-01-03,House,IL,200,"Manzullo, Donald A.",M001138,1944-03-24,3,3,19278,52.7802874743326,Silent,Republican Party
106,1999-01-03,House,IL,200,"Manzullo, Donald A.",M001138,1944-03-24,4,4,20008,54.7789185489391,Silent,Republican Party
107,2001-01-03,House,IL,200,"Manzullo, Donald A.",M001138,1944-03-24,5,5,20739,56.7802874743326,Silent,Republican Party
108,2003-01-03,House,IL,200,"Manzullo, Donald A.",M001138,1944-03-24,6,6,21469,58.7789185489391,Silent,Republican Party
109,2005-01-03,House,IL,200,"Manzullo, Donald A.",M001138,1944-03-24,7,7,22200,60.7802874743326,Silent,Republican Party
110,2007-01-03,House,IL,200,"Manzullo, Donald A.",M001138,1944-03-24,8,8,22930,62.7789185489391,Silent,Republican Party
111,2009-01-03,House,IL,200,"Manzullo, Donald A.",M001138,1944-03-24,9,9,23661,64.7802874743327,Silent,Republican Party
112,2011-01-03,House,IL,200,"Manzullo, Donald A.",M001138,1944-03-24,10,10,24391,66.7789185489391,Silent,Republican Party
106,1999-01-03,House,CA,200,"Miller, Gary G.",M001139,1948-10-16,1,1,18341,50.2149212867899,Boomers,Republican Party
107,2001-01-03,House,CA,200,"Miller, Gary G.",M001139,1948-10-16,2,2,19072,52.2162902121834,Boomers,Republican Party
108,2003-01-03,House,CA,200,"Miller, Gary G.",M001139,1948-10-16,3,3,19802,54.2149212867899,Boomers,Republican Party
109,2005-01-03,House,CA,200,"Miller, Gary G.",M001139,1948-10-16,4,4,20533,56.2162902121834,Boomers,Republican Party
110,2007-01-03,House,CA,200,"Miller, Gary G.",M001139,1948-10-16,5,5,21263,58.2149212867899,Boomers,Republican Party
111,2009-01-03,House,CA,200,"Miller, Gary G.",M001139,1948-10-16,6,6,21994,60.2162902121834,Boomers,Republican Party
112,2011-01-03,House,CA,200,"Miller, Gary G.",M001139,1948-10-16,7,7,22724,62.2149212867899,Boomers,Republican Party
113,2013-01-03,House,CA,200,"Miller, Gary G.",M001139,1948-10-16,8,8,23455,64.2162902121834,Boomers,Republican Party
106,1999-01-03,House,KS,100,"Moore, Dennis",M001140,1945-11-08,1,1,19414,53.1526351813826,Silent,Democratic Party
107,2001-01-03,House,KS,100,"Moore, Dennis",M001140,1945-11-08,2,2,20145,55.1540041067762,Silent,Democratic Party
108,2003-01-03,House,KS,100,"Moore, Dennis",M001140,1945-11-08,3,3,20875,57.1526351813826,Silent,Democratic Party
109,2005-01-03,House,KS,100,"Moore, Dennis",M001140,1945-11-08,4,4,21606,59.1540041067762,Silent,Democratic Party
110,2007-01-03,House,KS,100,"Moore, Dennis",M001140,1945-11-08,5,5,22336,61.1526351813826,Silent,Democratic Party
111,2009-01-03,House,KS,100,"Moore, Dennis",M001140,1945-11-08,6,6,23067,63.1540041067762,Silent,Democratic Party
106,1999-01-03,Senate,GA,100,"Miller, Zell Bryan",M001141,1932-02-24,1,1,24420,66.8583162217659,Silent,Democratic Party
107,2001-01-03,Senate,GA,100,"Miller, Zell Bryan",M001141,1932-02-24,2,2,25151,68.8596851471595,Silent,Democratic Party
108,2003-01-03,Senate,GA,100,"Miller, Zell Bryan",M001141,1932-02-24,3,3,25881,70.8583162217659,Silent,Democratic Party
107,2001-01-03,House,UT,100,"Matheson, James David (Jim)",M001142,1960-03-21,1,1,14898,40.788501026694,Boomers,Democratic Party
108,2003-01-03,House,UT,100,"Matheson, James David (Jim)",M001142,1960-03-21,2,2,15628,42.7871321013005,Boomers,Democratic Party
109,2005-01-03,House,UT,100,"Matheson, James David (Jim)",M001142,1960-03-21,3,3,16359,44.788501026694,Boomers,Democratic Party
110,2007-01-03,House,UT,100,"Matheson, James David (Jim)",M001142,1960-03-21,4,4,17089,46.7871321013005,Boomers,Democratic Party
111,2009-01-03,House,UT,100,"Matheson, James David (Jim)",M001142,1960-03-21,5,5,17820,48.788501026694,Boomers,Democratic Party
112,2011-01-03,House,UT,100,"Matheson, James David (Jim)",M001142,1960-03-21,6,6,18550,50.7871321013005,Boomers,Democratic Party
113,2013-01-03,House,UT,100,"Matheson, James David (Jim)",M001142,1960-03-21,7,7,19281,52.788501026694,Boomers,Democratic Party
107,2001-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,1,1,16977,46.4804928131417,Boomers,Democratic Party
108,2003-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,2,2,17707,48.4791238877481,Boomers,Democratic Party
109,2005-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,3,3,18438,50.4804928131417,Boomers,Democratic Party
110,2007-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,4,4,19168,52.4791238877481,Boomers,Democratic Party
111,2009-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,5,5,19899,54.4804928131417,Boomers,Democratic Party
112,2011-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,6,6,20629,56.4791238877481,Boomers,Democratic Party
113,2013-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,7,7,21360,58.4804928131417,Boomers,Democratic Party
114,2015-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,8,8,22090,60.4791238877481,Boomers,Democratic Party
115,2017-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,9,9,22821,62.4804928131417,Boomers,Democratic Party
116,2019-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,10,10,23551,64.4791238877481,Boomers,Democratic Party
117,2021-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,11,11,24282,66.4804928131417,Boomers,Democratic Party
118,2023-01-03,House,MN,100,"Mccollum, Betty",M001143,1954-07-12,12,12,25012,68.4791238877481,Boomers,Democratic Party
107,2001-01-03,House,FL,200,"Miller, Jefferson B. (Jeff)",M001144,1959-06-27,1,1,15166,41.5222450376454,Boomers,Republican Party
108,2003-01-03,House,FL,200,"Miller, Jefferson B. (Jeff)",M001144,1959-06-27,2,2,15896,43.5208761122519,Boomers,Republican Party
109,2005-01-03,House,FL,200,"Miller, Jefferson B. (Jeff)",M001144,1959-06-27,3,3,16627,45.5222450376454,Boomers,Republican Party
110,2007-01-03,House,FL,200,"Miller, Jefferson B. (Jeff)",M001144,1959-06-27,4,4,17357,47.5208761122519,Boomers,Republican Party
111,2009-01-03,House,FL,200,"Miller, Jefferson B. (Jeff)",M001144,1959-06-27,5,5,18088,49.5222450376454,Boomers,Republican Party
112,2011-01-03,House,FL,200,"Miller, Jefferson B. (Jeff)",M001144,1959-06-27,6,6,18818,51.5208761122519,Boomers,Republican Party
113,2013-01-03,House,FL,200,"Miller, Jefferson B. (Jeff)",M001144,1959-06-27,7,7,19549,53.5222450376454,Boomers,Republican Party
114,2015-01-03,House,FL,200,"Miller, Jefferson B. (Jeff)",M001144,1959-06-27,8,8,20279,55.5208761122519,Boomers,Republican Party
108,2003-01-03,House,GA,100,"Majette, Denise L.",M001145,1955-05-18,1,1,17397,47.6303901437372,Boomers,Democratic Party
108,2003-01-03,House,GA,100,"Marshall, Jim",M001146,1948-03-31,1,1,20001,54.7597535934292,Boomers,Democratic Party
109,2005-01-03,House,GA,100,"Marshall, Jim",M001146,1948-03-31,2,2,20732,56.7611225188227,Boomers,Democratic Party
110,2007-01-03,House,GA,100,"Marshall, Jim",M001146,1948-03-31,3,3,21462,58.7597535934292,Boomers,Democratic Party
111,2009-01-03,House,GA,100,"Marshall, Jim",M001146,1948-03-31,4,4,22193,60.7611225188227,Boomers,Democratic Party
108,2003-01-03,House,MI,200,"Mccotter, Thaddeus George",M001147,1965-08-22,1,1,13648,37.3661875427789,Gen X,Republican Party
109,2005-01-03,House,MI,200,"Mccotter, Thaddeus George",M001147,1965-08-22,2,2,14379,39.3675564681725,Gen X,Republican Party
110,2007-01-03,House,MI,200,"Mccotter, Thaddeus George",M001147,1965-08-22,3,3,15109,41.3661875427789,Gen X,Republican Party
111,2009-01-03,House,MI,200,"Mccotter, Thaddeus George",M001147,1965-08-22,4,4,15840,43.3675564681725,Gen X,Republican Party
112,2011-01-03,House,MI,200,"Mccotter, Thaddeus George",M001147,1965-08-22,5,5,16570,45.3661875427789,Gen X,Republican Party
108,2003-01-03,House,FL,100,"Meek, Kendrick B.",M001148,1966-09-06,1,1,13268,36.3258042436687,Gen X,Democratic Party
109,2005-01-03,House,FL,100,"Meek, Kendrick B.",M001148,1966-09-06,2,2,13999,38.3271731690623,Gen X,Democratic Party
110,2007-01-03,House,FL,100,"Meek, Kendrick B.",M001148,1966-09-06,3,3,14729,40.3258042436687,Gen X,Democratic Party
111,2009-01-03,House,FL,100,"Meek, Kendrick B.",M001148,1966-09-06,4,4,15460,42.3271731690623,Gen X,Democratic Party
108,2003-01-03,House,ME,100,"Michaud, Michael H.",M001149,1955-01-18,1,1,17517,47.958932238193,Boomers,Democratic Party
109,2005-01-03,House,ME,100,"Michaud, Michael H.",M001149,1955-01-18,2,2,18248,49.9603011635866,Boomers,Democratic Party
110,2007-01-03,House,ME,100,"Michaud, Michael H.",M001149,1955-01-18,3,3,18978,51.958932238193,Boomers,Democratic Party
111,2009-01-03,House,ME,100,"Michaud, Michael H.",M001149,1955-01-18,4,4,19709,53.9603011635866,Boomers,Democratic Party
112,2011-01-03,House,ME,100,"Michaud, Michael H.",M001149,1955-01-18,5,5,20439,55.958932238193,Boomers,Democratic Party
113,2013-01-03,House,ME,100,"Michaud, Michael H.",M001149,1955-01-18,6,6,21170,57.9603011635866,Boomers,Democratic Party
108,2003-01-03,House,MI,200,"Miller, Candice S.",M001150,1954-05-07,1,1,17773,48.6598220396988,Boomers,Republican Party
109,2005-01-03,House,MI,200,"Miller, Candice S.",M001150,1954-05-07,2,2,18504,50.6611909650924,Boomers,Republican Party
110,2007-01-03,House,MI,200,"Miller, Candice S.",M001150,1954-05-07,3,3,19234,52.6598220396988,Boomers,Republican Party
111,2009-01-03,House,MI,200,"Miller, Candice S.",M001150,1954-05-07,4,4,19965,54.6611909650924,Boomers,Republican Party
112,2011-01-03,House,MI,200,"Miller, Candice S.",M001150,1954-05-07,5,5,20695,56.6598220396988,Boomers,Republican Party
113,2013-01-03,House,MI,200,"Miller, Candice S.",M001150,1954-05-07,6,6,21426,58.6611909650924,Boomers,Republican Party
114,2015-01-03,House,MI,200,"Miller, Candice S.",M001150,1954-05-07,7,7,22156,60.6598220396988,Boomers,Republican Party
108,2003-01-03,House,PA,200,"Murphy, Timothy",M001151,1952-09-11,1,1,18376,50.3107460643395,Boomers,Republican Party
109,2005-01-03,House,PA,200,"Murphy, Timothy",M001151,1952-09-11,2,2,19107,52.3121149897331,Boomers,Republican Party
110,2007-01-03,House,PA,200,"Murphy, Timothy",M001151,1952-09-11,3,3,19837,54.3107460643395,Boomers,Republican Party
111,2009-01-03,House,PA,200,"Murphy, Timothy",M001151,1952-09-11,4,4,20568,56.3121149897331,Boomers,Republican Party
112,2011-01-03,House,PA,200,"Murphy, Timothy",M001151,1952-09-11,5,5,21298,58.3107460643395,Boomers,Republican Party
113,2013-01-03,House,PA,200,"Murphy, Timothy",M001151,1952-09-11,6,6,22029,60.3121149897331,Boomers,Republican Party
114,2015-01-03,House,PA,200,"Murphy, Timothy",M001151,1952-09-11,7,7,22759,62.3107460643395,Boomers,Republican Party
115,2017-01-03,House,PA,200,"Murphy, Timothy",M001151,1952-09-11,8,8,23490,64.3121149897331,Boomers,Republican Party
108,2003-01-03,House,CO,200,"Musgrave, Marilyn N",M001152,1949-01-27,1,1,19699,53.9329226557153,Boomers,Republican Party
109,2005-01-03,House,CO,200,"Musgrave, Marilyn N",M001152,1949-01-27,2,2,20430,55.9342915811088,Boomers,Republican Party
110,2007-01-03,House,CO,200,"Musgrave, Marilyn N",M001152,1949-01-27,3,3,21160,57.9329226557153,Boomers,Republican Party
107,2001-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,1,1,15932,43.6194387405886,Boomers,Republican Party
108,2003-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,2,2,16662,45.6180698151951,Boomers,Republican Party
109,2005-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,3,3,17393,47.6194387405886,Boomers,Republican Party
110,2007-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,4,4,18123,49.6180698151951,Boomers,Republican Party
111,2009-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,5,5,18854,51.6194387405886,Boomers,Republican Party
112,2011-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,6,6,19584,53.6180698151951,Boomers,Republican Party
113,2013-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,7,7,20315,55.6194387405886,Boomers,Republican Party
114,2015-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,8,8,21045,57.6180698151951,Boomers,Republican Party
115,2017-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,9,9,21776,59.6194387405886,Boomers,Republican Party
116,2019-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,10,10,22506,61.6180698151951,Boomers,Republican Party
117,2021-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,11,11,23237,63.6194387405886,Boomers,Republican Party
118,2023-01-03,Senate,AK,200,"Murkowski, Lisa",M001153,1957-05-22,12,12,23967,65.6180698151951,Boomers,Republican Party
108,2003-01-03,House,NC,100,"Miller, Brad",M001154,1953-05-19,1,1,18126,49.6262833675565,Boomers,Democratic Party
109,2005-01-03,House,NC,100,"Miller, Brad",M001154,1953-05-19,2,2,18857,51.62765229295,Boomers,Democratic Party
110,2007-01-03,House,NC,100,"Miller, Brad",M001154,1953-05-19,3,3,19587,53.6262833675565,Boomers,Democratic Party
111,2009-01-03,House,NC,100,"Miller, Brad",M001154,1953-05-19,4,4,20318,55.62765229295,Boomers,Democratic Party
112,2011-01-03,House,NC,100,"Miller, Brad",M001154,1953-05-19,5,5,21048,57.6262833675565,Boomers,Democratic Party
109,2005-01-03,House,FL,200,"Mack, Connie, Iv",M001155,1967-08-12,1,1,13659,37.3963039014374,Gen X,Republican Party
110,2007-01-03,House,FL,200,"Mack, Connie, Iv",M001155,1967-08-12,2,2,14389,39.3949349760438,Gen X,Republican Party
111,2009-01-03,House,FL,200,"Mack, Connie, Iv",M001155,1967-08-12,3,3,15120,41.3963039014374,Gen X,Republican Party
112,2011-01-03,House,FL,200,"Mack, Connie, Iv",M001155,1967-08-12,4,4,15850,43.3949349760438,Gen X,Republican Party
109,2005-01-03,House,NC,200,"Mchenry, Patrick T.",M001156,1975-10-22,1,1,10666,29.201916495551,Gen X,Republican Party
110,2007-01-03,House,NC,200,"Mchenry, Patrick T.",M001156,1975-10-22,2,2,11396,31.2005475701574,Gen X,Republican Party
111,2009-01-03,House,NC,200,"Mchenry, Patrick T.",M001156,1975-10-22,3,3,12127,33.201916495551,Gen X,Republican Party
112,2011-01-03,House,NC,200,"Mchenry, Patrick T.",M001156,1975-10-22,4,4,12857,35.2005475701574,Gen X,Republican Party
113,2013-01-03,House,NC,200,"Mchenry, Patrick T.",M001156,1975-10-22,5,5,13588,37.201916495551,Gen X,Republican Party
114,2015-01-03,House,NC,200,"Mchenry, Patrick T.",M001156,1975-10-22,6,6,14318,39.2005475701574,Gen X,Republican Party
115,2017-01-03,House,NC,200,"Mchenry, Patrick T.",M001156,1975-10-22,7,7,15049,41.201916495551,Gen X,Republican Party
116,2019-01-03,House,NC,200,"Mchenry, Patrick T.",M001156,1975-10-22,8,8,15779,43.2005475701574,Gen X,Republican Party
117,2021-01-03,House,NC,200,"Mchenry, Patrick T.",M001156,1975-10-22,9,9,16510,45.201916495551,Gen X,Republican Party
118,2023-01-03,House,NC,200,"Mchenry, Patrick T.",M001156,1975-10-22,10,10,17240,47.2005475701574,Gen X,Republican Party
109,2005-01-03,House,TX,200,"Mccaul, Michael T.",M001157,1962-01-14,1,1,15695,42.9705681040383,Boomers,Republican Party
110,2007-01-03,House,TX,200,"Mccaul, Michael T.",M001157,1962-01-14,2,2,16425,44.9691991786448,Boomers,Republican Party
111,2009-01-03,House,TX,200,"Mccaul, Michael T.",M001157,1962-01-14,3,3,17156,46.9705681040383,Boomers,Republican Party
112,2011-01-03,House,TX,200,"Mccaul, Michael T.",M001157,1962-01-14,4,4,17886,48.9691991786448,Boomers,Republican Party
113,2013-01-03,House,TX,200,"Mccaul, Michael T.",M001157,1962-01-14,5,5,18617,50.9705681040383,Boomers,Republican Party
114,2015-01-03,House,TX,200,"Mccaul, Michael T.",M001157,1962-01-14,6,6,19347,52.9691991786448,Boomers,Republican Party
115,2017-01-03,House,TX,200,"Mccaul, Michael T.",M001157,1962-01-14,7,7,20078,54.9705681040383,Boomers,Republican Party
116,2019-01-03,House,TX,200,"Mccaul, Michael T.",M001157,1962-01-14,8,8,20808,56.9691991786448,Boomers,Republican Party
117,2021-01-03,House,TX,200,"Mccaul, Michael T.",M001157,1962-01-14,9,9,21539,58.9705681040383,Boomers,Republican Party
118,2023-01-03,House,TX,200,"Mccaul, Michael T.",M001157,1962-01-14,10,10,22269,60.9691991786448,Boomers,Republican Party
109,2005-01-03,House,TX,200,"Marchant, Kenny",M001158,1951-02-23,1,1,19673,53.8617385352498,Boomers,Republican Party
110,2007-01-03,House,TX,200,"Marchant, Kenny",M001158,1951-02-23,2,2,20403,55.8603696098563,Boomers,Republican Party
111,2009-01-03,House,TX,200,"Marchant, Kenny",M001158,1951-02-23,3,3,21134,57.8617385352498,Boomers,Republican Party
112,2011-01-03,House,TX,200,"Marchant, Kenny",M001158,1951-02-23,4,4,21864,59.8603696098563,Boomers,Republican Party
113,2013-01-03,House,TX,200,"Marchant, Kenny",M001158,1951-02-23,5,5,22595,61.8617385352498,Boomers,Republican Party
114,2015-01-03,House,TX,200,"Marchant, Kenny",M001158,1951-02-23,6,6,23325,63.8603696098563,Boomers,Republican Party
115,2017-01-03,House,TX,200,"Marchant, Kenny",M001158,1951-02-23,7,7,24056,65.8617385352498,Boomers,Republican Party
116,2019-01-03,House,TX,200,"Marchant, Kenny",M001158,1951-02-23,8,8,24786,67.8603696098563,Boomers,Republican Party
109,2005-01-03,House,WA,200,"Mcmorris Rodgers, Cathy",M001159,1969-05-22,1,1,13010,35.6194387405886,Gen X,Republican Party
110,2007-01-03,House,WA,200,"Mcmorris Rodgers, Cathy",M001159,1969-05-22,2,2,13740,37.6180698151951,Gen X,Republican Party
111,2009-01-03,House,WA,200,"Mcmorris Rodgers, Cathy",M001159,1969-05-22,3,3,14471,39.6194387405886,Gen X,Republican Party
112,2011-01-03,House,WA,200,"Mcmorris Rodgers, Cathy",M001159,1969-05-22,4,4,15201,41.6180698151951,Gen X,Republican Party
113,2013-01-03,House,WA,200,"Mcmorris Rodgers, Cathy",M001159,1969-05-22,5,5,15932,43.6194387405886,Gen X,Republican Party
114,2015-01-03,House,WA,200,"Mcmorris Rodgers, Cathy",M001159,1969-05-22,6,6,16662,45.6180698151951,Gen X,Republican Party
115,2017-01-03,House,WA,200,"Mcmorris Rodgers, Cathy",M001159,1969-05-22,7,7,17393,47.6194387405886,Gen X,Republican Party
116,2019-01-03,House,WA,200,"Mcmorris Rodgers, Cathy",M001159,1969-05-22,8,8,18123,49.6180698151951,Gen X,Republican Party
117,2021-01-03,House,WA,200,"Mcmorris Rodgers, Cathy",M001159,1969-05-22,9,9,18854,51.6194387405886,Gen X,Republican Party
118,2023-01-03,House,WA,200,"Mcmorris Rodgers, Cathy",M001159,1969-05-22,10,10,19584,53.6180698151951,Gen X,Republican Party
109,2005-01-03,House,WI,100,"Moore, Gwendolynne S. (Gwen)",M001160,1951-04-18,1,1,19619,53.7138945927447,Boomers,Democratic Party
110,2007-01-03,House,WI,100,"Moore, Gwendolynne S. (Gwen)",M001160,1951-04-18,2,2,20349,55.7125256673511,Boomers,Democratic Party
111,2009-01-03,House,WI,100,"Moore, Gwendolynne S. (Gwen)",M001160,1951-04-18,3,3,21080,57.7138945927447,Boomers,Democratic Party
112,2011-01-03,House,WI,100,"Moore, Gwendolynne S. (Gwen)",M001160,1951-04-18,4,4,21810,59.7125256673511,Boomers,Democratic Party
113,2013-01-03,House,WI,100,"Moore, Gwendolynne S. (Gwen)",M001160,1951-04-18,5,5,22541,61.7138945927447,Boomers,Democratic Party
114,2015-01-03,House,WI,100,"Moore, Gwendolynne S. (Gwen)",M001160,1951-04-18,6,6,23271,63.7125256673511,Boomers,Democratic Party
115,2017-01-03,House,WI,100,"Moore, Gwendolynne S. (Gwen)",M001160,1951-04-18,7,7,24002,65.7138945927447,Boomers,Democratic Party
116,2019-01-03,House,WI,100,"Moore, Gwendolynne S. (Gwen)",M001160,1951-04-18,8,8,24732,67.7125256673511,Boomers,Democratic Party
117,2021-01-03,House,WI,100,"Moore, Gwendolynne S. (Gwen)",M001160,1951-04-18,9,9,25463,69.7138945927447,Boomers,Democratic Party
118,2023-01-03,House,WI,100,"Moore, Gwendolynne S. (Gwen)",M001160,1951-04-18,10,10,26193,71.7125256673511,Boomers,Democratic Party
109,2005-01-03,House,LA,100,"Melancon, Charles J.",M001161,1947-10-03,1,1,20912,57.2539356605065,Boomers,Democratic Party
110,2007-01-03,House,LA,100,"Melancon, Charles J.",M001161,1947-10-03,2,2,21642,59.2525667351129,Boomers,Democratic Party
111,2009-01-03,House,LA,100,"Melancon, Charles J.",M001161,1947-10-03,3,3,22373,61.2539356605065,Boomers,Democratic Party
109,2005-01-03,Senate,FL,200,"Martinez, Melquiades R. (Mel)",M001162,1946-10-23,1,1,21257,58.1984941820671,Boomers,Republican Party
110,2007-01-03,Senate,FL,200,"Martinez, Melquiades R. (Mel)",M001162,1946-10-23,2,2,21987,60.1971252566735,Boomers,Republican Party
111,2009-01-03,Senate,FL,200,"Martinez, Melquiades R. (Mel)",M001162,1946-10-23,3,3,22718,62.1984941820671,Boomers,Republican Party
109,2005-01-03,House,CA,100,"Matsui, Doris",M001163,1944-09-25,1,1,22015,60.2737850787132,Silent,Democratic Party
110,2007-01-03,House,CA,100,"Matsui, Doris",M001163,1944-09-25,2,2,22745,62.2724161533196,Silent,Democratic Party
111,2009-01-03,House,CA,100,"Matsui, Doris",M001163,1944-09-25,3,3,23476,64.2737850787132,Silent,Democratic Party
112,2011-01-03,House,CA,100,"Matsui, Doris",M001163,1944-09-25,4,4,24206,66.2724161533196,Silent,Democratic Party
113,2013-01-03,House,CA,100,"Matsui, Doris",M001163,1944-09-25,5,5,24937,68.2737850787132,Silent,Democratic Party
114,2015-01-03,House,CA,100,"Matsui, Doris",M001163,1944-09-25,6,6,25667,70.2724161533196,Silent,Democratic Party
115,2017-01-03,House,CA,100,"Matsui, Doris",M001163,1944-09-25,7,7,26398,72.2737850787132,Silent,Democratic Party
116,2019-01-03,House,CA,100,"Matsui, Doris",M001163,1944-09-25,8,8,27128,74.2724161533196,Silent,Democratic Party
117,2021-01-03,House,CA,100,"Matsui, Doris",M001163,1944-09-25,9,9,27859,76.2737850787132,Silent,Democratic Party
118,2023-01-03,House,CA,100,"Matsui, Doris",M001163,1944-09-25,10,10,28589,78.2724161533196,Silent,Democratic Party
110,2007-01-03,House,FL,100,"Mahoney, Tim",M001164,1956-08-15,1,1,18403,50.3846680355921,Boomers,Democratic Party
110,2007-01-03,House,CA,200,"Mccarthy, Kevin",M001165,1965-01-26,1,1,15317,41.9356605065024,Gen X,Republican Party
111,2009-01-03,House,CA,200,"Mccarthy, Kevin",M001165,1965-01-26,2,2,16048,43.937029431896,Gen X,Republican Party
112,2011-01-03,House,CA,200,"Mccarthy, Kevin",M001165,1965-01-26,3,3,16778,45.9356605065024,Gen X,Republican Party
113,2013-01-03,House,CA,200,"Mccarthy, Kevin",M001165,1965-01-26,4,4,17509,47.937029431896,Gen X,Republican Party
114,2015-01-03,House,CA,200,"Mccarthy, Kevin",M001165,1965-01-26,5,5,18239,49.9356605065024,Gen X,Republican Party
115,2017-01-03,House,CA,200,"Mccarthy, Kevin",M001165,1965-01-26,6,6,18970,51.937029431896,Gen X,Republican Party
116,2019-01-03,House,CA,200,"Mccarthy, Kevin",M001165,1965-01-26,7,7,19700,53.9356605065024,Gen X,Republican Party
117,2021-01-03,House,CA,200,"Mccarthy, Kevin",M001165,1965-01-26,8,8,20431,55.937029431896,Gen X,Republican Party
118,2023-01-03,House,CA,200,"Mccarthy, Kevin",M001165,1965-01-26,9,9,21161,57.9356605065024,Gen X,Republican Party
110,2007-01-03,House,CA,100,"Mcnerney, Jerry",M001166,1951-06-18,1,1,20288,55.5455167693361,Boomers,Democratic Party
111,2009-01-03,House,CA,100,"Mcnerney, Jerry",M001166,1951-06-18,2,2,21019,57.5468856947296,Boomers,Democratic Party
112,2011-01-03,House,CA,100,"Mcnerney, Jerry",M001166,1951-06-18,3,3,21749,59.5455167693361,Boomers,Democratic Party
113,2013-01-03,House,CA,100,"Mcnerney, Jerry",M001166,1951-06-18,4,4,22480,61.5468856947296,Boomers,Democratic Party
114,2015-01-03,House,CA,100,"Mcnerney, Jerry",M001166,1951-06-18,5,5,23210,63.5455167693361,Boomers,Democratic Party
115,2017-01-03,House,CA,100,"Mcnerney, Jerry",M001166,1951-06-18,6,6,23941,65.5468856947296,Boomers,Democratic Party
116,2019-01-03,House,CA,100,"Mcnerney, Jerry",M001166,1951-06-18,7,7,24671,67.5455167693361,Boomers,Democratic Party
